Currency,Index Name,CDM Enum Value,Description
USD,Treasury,USD-Treasury Rate-T19901,Treasury Rate T19901
USD,Treasury,USD-Treasury Rate-T500,Treasury Rate T500
VND,Swap Rate,VND-Semi-Annual Swap Rate-11:00-BGCANTOR,Semi-Annual Swap Rate 11:00 BGCANTOR
VND,Swap Rate,VND-Semi-Annual Swap Rate-Reference Banks,Semi-Annual Swap Rate Reference Banks
ZAR,DEPOSIT,ZAR-DEPOSIT-Reference Banks,Deposit Rate Reference Banks
ZAR,DEPOSIT,ZAR-DEPOSIT-SAFEX,Deposit Rate SAFEX
ZAR,JIBAR,ZAR-JIBAR,Johannesburg Interbank Average Rate
ZAR,JIBAR,ZAR-JIBAR-Reference Banks,JIBAR Reference Banks
ZAR,JIBAR,ZAR-JIBAR-SAFEX,JIBAR SAFEX
ZAR,Prime,ZAR-Prime Average,Prime Average
ZAR,Prime,ZAR-PRIME-AVERAGE,Prime Average (Alternative)
ZAR,Prime,ZAR-PRIME-AVERAGE-Reference Banks,Prime Average Reference Banks
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-1:00-TRADITION,Quarterly Swap Rate 1:00 TRADITION
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-5:30-TRADITION,Quarterly Swap Rate 5:30 TRADITION
ZAR,Swap Rate,ZAR-Quarterly Swap Rate-TRADITION-Reference Banks,Quarterly Swap Rate TRADITION Reference Banks
ZAR,ZARONIA,ZAR-ZARONIA,South African Overnight Index Average
ZAR,ZARONIA,ZAR-ZARONIA-OIS Compound,ZARONIA OIS Compound
